id,date,municipality,province,area_ha,lat,lon,p_fuego,prediction
265012,2025-02-19,Vega de Pas,Cantabria,6,43.1585436,-3.7821043,0.9930,1
276896,2025-07-30,Cañiza, A,Pontevedra,6,42.2158506,-8.2790051,0.9896,1
279602,2025-08-16,Becerreá,Lugo,6,42.8544959,-7.1616043,0.9928,1
278921,2025-08-17,Miajadas,Cáceres,6,39.1501902,-5.9090558,0.1026,0
277007,2025-07-25,Villarejo de Salvanés,Madrid,6,40.1683582,-3.2738764,0.9929,1
280199,2025-08-14,Cabrales,Asturias,6,43.2713716,-4.8296951,0.0536,0
276073,2025-07-30,Tomiño,Pontevedra,6,41.9960109,-8.731412,0.1335,0
280228,2025-08-13,Barrios de Luna, Los,León,6,42.8836096,-5.8783676,0.9924,1
275544,2025-07-24,Mérida,Badajoz,6,38.9174665,-6.3443977,0.9925,1
279671,2025-08-22,Terradillos,Salamanca,6,40.8389232,-5.5411976,0.9916,1
268836,2025-04-29,Tojos, Los,Cantabria,6,43.1532969,-4.2571942,0.9929,1
267043,2025-03-20,Miera,Cantabria,6,43.2754402,-3.7126373,0.9938,1
266976,2025-04-01,San Pedro del Romeral,Cantabria,6,43.115382,-3.8184121,0.9935,1
257293,2025-02-20,Baztan,Navarra,6,43.1628957,-1.4935352,0.9915,1
266995,2025-04-08,Vega de Pas,Cantabria,6,43.1585436,-3.7821043,0.9924,1
267138,2025-04-09,Agolada,Pontevedra,6,42.762592,-8.0184167,0.9918,1
269717,2025-04-25,Gallipienzo / Galipentzu,Navarra,6,42.5243351,-1.4100849,0.9934,1
267080,2025-03-31,Luzaide / Valcarlos,Navarra,6,43.0926454,-1.3017388,0.9932,1
265201,2025-03-17,Ochagavía / Otsagabia,Navarra,6,42.9064384,-1.0901999,0.9917,1
265476,2025-04-01,Soba,Cantabria,6,43.1915054,-3.5623672,0.9932,1
266876,2025-03-06,Anievas,Cantabria,6,43.2019012,-4.0051986,0.9598,1
266427,2025-03-31,Encinedo,León,6,42.2634788,-6.6563752,0.9921,1
266428,2025-04-01,Encinedo,León,6,42.2634788,-6.6563752,0.9915,1
268694,2025-04-24,Allande,Asturias,6,43.2372182,-6.688504,0.9931,1
266986,2025-04-08,Vega de Pas,Cantabria,6,43.1585436,-3.7821043,0.9924,1
264580,2025-03-05,Baztan,Navarra,6,43.1628957,-1.4935352,0.9876,1
267081,2025-03-31,Orreaga / Roncesvalles,Navarra,6,43.0091669,-1.3201731,0.0014,0
264571,2025-03-10,Baztan,Navarra,6,43.1628957,-1.4935352,0.9921,1
264894,2025-03-06,Valdáliga,Cantabria,6,43.3301421,-4.3518153,0.9950,1
280798,2025-09-06,Portomarín,Lugo,6,42.808161,-7.6156139,0.9936,1
257439,2025-02-17,Miera,Cantabria,6,43.2754402,-3.7126373,0.9936,1
279190,2025-08-15,Muxía,A Coruña,6,43.1071193,-9.2181926,0.9448,1
267064,2025-04-08,Karrantza Harana / Valle de Carranza,Bizkaia,6,43.2057433,-3.3639367,0.9940,1
257692,2025-03-04,Santa Comba,A Coruña,6,43.0339953,-8.8066593,0.9926,1
266944,2025-02-23,Molledo,Cantabria,6,43.15187,-4.0428,0.9945,1
268671,2025-04-09,Corvera de Toranzo,Cantabria,6,43.2161496,-3.9620953,0.9938,1
256105,2025-02-21,Cieza,Cantabria,6,43.2230443,-4.1248734,0.9928,1
254591,2025-01-31,Llosses, Les,Girona,6,42.1769087,2.1763734,0.9938,1
268687,2025-04-08,San Felices de Buelna,Cantabria,6,43.2663088,-4.0303292,0.9904,1
265112,2025-03-07,Vega de Pas,Cantabria,6,43.1585436,-3.7821043,0.0011,0
264596,2025-03-09,Baztan,Navarra,6,43.1628957,-1.4935352,0.9917,1
255730,2025-02-20,Teverga,Asturias,6,43.1445043,-6.1150972,0.9919,1
268907,2025-02-20,Cangas de Onís,Asturias,6,43.3136138,-5.0658503,0.9928,1
267012,2025-04-01,Vega de Pas,Cantabria,6,43.1585436,-3.7821043,0.9930,1
266827,2025-03-04,Carballeda de Avia,Ourense,6,42.3208186,-8.1648727,0.9926,1
267046,2025-04-01,Ruesga,Cantabria,6,43.2949477,-3.5375132,0.9931,1
266845,2025-04-04,Arenas de Iguña,Cantabria,6,43.1870286,-4.0496673,0.9936,1
266848,2025-04-01,Ruente,Cantabria,6,43.2586842,-4.2673241,0.9937,1
273042,2025-07-01,Fernán Caballero,Ciudad Real,6,39.1225007,-3.9010957,0.9894,1
265042,2025-03-07,Miera,Cantabria,6,43.2754402,-3.7126373,0.8441,1
266834,2025-03-08,Herrerías,Cantabria,6,43.3081749,-4.4683661,0.9943,1
256566,2025-02-18,Soba,Cantabria,6,43.1915054,-3.5623672,0.9931,1
264882,2025-03-20,Cabuérniga,Cantabria,6,43.2064824,-4.3050679,0.9940,1
267047,2025-04-01,Ruesga,Cantabria,6,43.2949477,-3.5375132,0.9931,1
267054,2025-04-01,Ruesga,Cantabria,6,43.2949477,-3.5375132,0.9931,1
255932,2025-02-20,Baztan,Navarra,5,43.1628957,-1.4935352,0.9915,1
268655,2025-04-28,Muros,A Coruña,5,42.7744106,-9.0575351,0.9921,1
267070,2025-04-10,Valdeprado del Río,Cantabria,5,42.875519,-4.0926302,0.9918,1
266835,2025-03-08,Herrerías,Cantabria,5,43.3081749,-4.4683661,0.9943,1
281042,2025-09-08,Capilla,Badajoz,5,38.8202856,-5.0840713,0.9933,1
266657,2025-03-31,Aller,Asturias,5,43.1060163,-5.5808161,0.9913,1
268659,2025-04-24,Peñamellera Alta,Asturias,5,43.3105213,-4.7122719,0.9933,1
266651,2025-04-02,Villamanín,León,5,42.9832524,-5.6950756,0.0011,0
266488,2025-04-01,Ultzama,Navarra,5,43.0031953,-1.6931236,0.9935,1
280799,2025-08-15,Mondariz,Pontevedra,5,42.2329417,-8.4548756,0.7436,1
267968,2025-04-01,Garralda,Navarra,5,42.9472388,-1.2881182,0.0013,0
251743,2025-01-18,Santa María de Cayón,Cantabria,5,43.30976,-3.85548,0.9664,1
268667,2025-04-05,Cabuérniga,Cantabria,5,43.2064824,-4.3050679,0.9820,1
268670,2025-04-11,Hermandad de Campoo de Suso,Cantabria,5,43.0335653,-4.277964,0.9887,1
264597,2025-03-09,Baztan,Navarra,5,43.1628957,-1.4935352,0.9917,1
281144,2025-09-06,Garcibuey,Salamanca,5,40.5160656,-5.9922747,0.9934,1
257714,2025-02-19,San Roque de Riomiera,Cantabria,5,43.2191046,-3.7200789,0.9931,1
279781,2025-08-28,Aceituna,Cáceres,5,40.1490744,-6.3312506,0.9312,1
277113,2025-08-05,Pontes de García Rodríguez, As,A Coruña,5,43.438943,-7.863266,0.9762,1
279338,2025-08-13,Verín,Ourense,5,41.9406091,-7.4406032,0.9934,1
259825,2025-03-13,Covelo,Pontevedra,5,42.2683939,-8.3527426,0.9940,1
268693,2025-04-10,Luena,Cantabria,5,43.1117585,-3.9070384,0.9936,1
275923,2025-07-18,Madrid,Madrid,5,40.4237276,-3.6899043,0.0798,0
268691,2025-04-09,San Pedro del Romeral,Cantabria,5,43.115382,-3.8184121,0.9927,1
266962,2025-04-02,Merindad de Valdeporres,Burgos,5,43.0124136,-3.7706887,0.9929,1
280196,2025-08-11,Ponga,Asturias,5,43.1873037,-5.1540872,0.0581,0
267052,2025-04-01,Ruesga,Cantabria,5,43.2949477,-3.5375132,0.9931,1
270531,2025-05-22,Almería,Almería,5,36.8414197,-2.4628135,0.9672,1
271864,2025-06-16,Alcántara,Cáceres,5,39.7206785,-6.8869875,0.9933,1
268623,2025-04-08,Belmonte de Miranda,Asturias,5,43.2730601,-6.2613944,0.9748,1
266997,2025-04-01,San Pedro del Romeral,Cantabria,5,43.115382,-3.8184121,0.9935,1
257737,2025-02-19,Luena,Cantabria,5,43.1117585,-3.9070384,0.9940,1
267332,2025-04-09,Baztan,Navarra,5,43.1628957,-1.4935352,0.9926,1
278951,2025-08-17,Muelas del Pan,Zamora,5,41.5223667,-5.9684562,0.9933,1
265475,2025-04-01,Soba,Cantabria,5,43.1915054,-3.5623672,0.9932,1
279360,2025-08-22,Monda,Málaga,5,36.6300141,-4.8306127,0.9842,1
271865,2025-06-17,Deleitosa,Cáceres,5,39.6443099,-5.6468968,0.9934,1
266473,2025-04-01,Larraun,Navarra,5,43.0001851,-1.9374747,0.9937,1
257441,2025-02-21,Arredondo,Cantabria,5,43.274538,-3.6017743,0.9924,1
265132,2025-03-07,Luena,Cantabria,5,43.1117585,-3.9070384,0.0014,0
265131,2025-03-07,Luena,Cantabria,5,43.1117585,-3.9070384,0.0014,0
266840,2025-04-10,Tojos, Los,Cantabria,5,43.1532969,-4.2571942,0.9915,1
257453,2025-03-06,Luena,Cantabria,5,43.1117585,-3.9070384,0.0020,0
267134,2025-04-10,Vimianzo,A Coruña,5,43.1102989,-9.0327488,0.9929,1
265077,2025-03-07,Entrambasaguas,Cantabria,5,43.3776292,-3.6823116,0.9784,1
267019,2025-04-01,Soba,Cantabria,5,43.1915054,-3.5623672,0.9932,1
256044,2025-02-20,Ituren,Navarra,5,43.1288633,-1.7073185,0.9933,1
264869,2025-03-19,Rionansa,Cantabria,5,43.2195449,-4.3955368,0.9941,1
274677,2025-07-10,Villa de Don Fadrique, La,Toledo,5,39.6180333,-3.2182294,0.9918,1
274968,2025-07-18,Gáldar,Gran Canaria,5,28.1073914,-15.5626972,0.9920,1
282159,2025-09-20,Samos,Lugo,5,42.730661,-7.3265903,0.9914,1
267133,2025-04-10,Vimianzo,A Coruña,5,43.1102989,-9.0327488,0.9929,1
257158,2025-02-20,Baztan,Navarra,5,43.1628957,-1.4935352,0.9915,1
266775,2025-04-01,Etxalar,Navarra,5,43.233558,-1.637321,0.9928,1
271432,2025-06-05,Lucena del Puerto,Huelva,5,37.3035671,-6.7284528,0.9921,1
275141,2025-07-22,Granada,Granada,5,37.1734995,-3.5995337,0.9675,1
267005,2025-04-01,Corvera de Toranzo,Cantabria,5,43.2161496,-3.9620953,0.9938,1
256028,2025-02-20,Orbaizeta,Navarra,5,42.9743136,-1.2301437,0.0427,0
279568,2025-08-13,Viana do Bolo,Ourense,4,42.1804504,-7.1131809,0.9927,1
282016,2025-09-14,Calatayud,Zaragoza,4,41.3527628,-1.6422977,0.9884,1
267975,2025-04-01,Orbaizeta,Navarra,4,42.9743136,-1.2301437,0.0010,0
266955,2025-04-01,Luena,Cantabria,4,43.1117585,-3.9070384,0.9933,1
257452,2025-02-21,Selaya,Cantabria,4,43.216694,-3.806861,0.9940,1
267027,2025-04-09,Soba,Cantabria,4,43.1915054,-3.5623672,0.9919,1
266878,2025-03-06,Molledo,Cantabria,4,43.15187,-4.0428,0.0060,0
269951,2025-04-10,Vilalba,Lugo,4,43.2962819,-7.6787671,0.9918,1
266881,2025-04-04,Molledo,Cantabria,4,43.15187,-4.0428,0.9938,1
267008,2025-04-09,Luyego,León,4,42.3430708,-6.2353512,0.9919,1
264855,2025-03-20,Llanes,Asturias,4,43.4211205,-4.7530835,0.9939,1
264982,2025-03-27,Luena,Cantabria,4,43.1117585,-3.9070384,0.9940,1
264872,2025-03-19,Rionansa,Cantabria,4,43.2195449,-4.3955368,0.9941,1
264984,2025-03-08,Luena,Cantabria,4,43.1117585,-3.9070384,0.0053,0
265015,2025-02-18,Vega de Pas,Cantabria,4,43.1585436,-3.7821043,0.9933,1
266999,2025-04-09,Vega de Pas,Cantabria,4,43.1585436,-3.7821043,0.9928,1
266839,2025-04-10,Tojos, Los,Cantabria,4,43.1532969,-4.2571942,0.9915,1
265081,2025-03-10,Penagos,Cantabria,4,43.3413728,-3.8068404,0.9805,1
265137,2025-03-07,Luena,Cantabria,4,43.1117585,-3.9070384,0.0014,0
265113,2025-03-07,Vega de Pas,Cantabria,4,43.1585436,-3.7821043,0.0011,0
266431,2025-03-31,Soba,Cantabria,4,43.1915054,-3.5623672,0.9933,1
266433,2025-03-31,Soba,Cantabria,4,43.1915054,-3.5623672,0.9933,1
264594,2025-03-20,Baztan,Navarra,4,43.1628957,-1.4935352,0.9932,1
266772,2025-04-01,Etxalar,Navarra,4,43.233558,-1.637321,0.9928,1
259823,2025-03-02,Chandrexa de Queixa,Ourense,4,42.2592799,-7.3776155,0.9904,1
266977,2025-04-01,San Pedro del Romeral,Cantabria,4,43.115382,-3.8184121,0.9935,1
266605,2025-04-02,Baztan,Navarra,4,43.1628957,-1.4935352,0.9928,1
266485,2025-04-01,Baztan,Navarra,4,43.1628957,-1.4935352,0.9930,1
267063,2025-04-08,Karrantza Harana / Valle de Carranza,Bizkaia,4,43.2057433,-3.3639367,0.9940,1
267065,2025-04-08,Karrantza Harana / Valle de Carranza,Bizkaia,4,43.2057433,-3.3639367,0.9940,1
268661,2025-04-18,Rionansa,Cantabria,4,43.2195449,-4.3955368,0.9937,1
266752,2025-03-31,Baztan,Navarra,4,43.1628957,-1.4935352,0.9932,1
276711,2025-08-02,Dodro,A Coruña,4,42.7213024,-8.7203857,0.0048,0
270821,2025-06-01,Valdeobispo,Cáceres,4,40.0821944,-6.2482744,0.9898,1
266968,2025-04-01,San Pedro del Romeral,Cantabria,4,43.115382,-3.8184121,0.9935,1
280771,2025-09-05,Orbaizeta,Navarra,4,42.9743136,-1.2301437,0.9925,1
270782,2025-05-19,Etxalar,Navarra,4,43.233558,-1.637321,0.9923,1
277198,2025-08-05,Rodeiro,Pontevedra,4,42.6490377,-7.9481672,0.1352,0
254224,2025-02-06,Llanars,Girona,4,42.3207265,2.344001,0.9875,1
266885,2025-04-08,Molledo,Cantabria,4,43.15187,-4.0428,0.9938,1
257164,2025-02-20,Baztan,Navarra,4,43.1628957,-1.4935352,0.9915,1
256033,2025-02-19,Beintza-Labaien,Navarra,4,43.1061775,-1.7367901,0.9937,1
271868,2025-06-14,Villarrobledo,Albacete,4,39.2681742,-2.6042132,0.9921,1
281954,2025-09-21,Lobios,Ourense,4,41.9039062,-8.0599771,0.0140,0
272093,2025-06-19,Algeciras,Cádiz,4,36.1311725,-5.4473991,0.9776,1
280470,2025-08-19,Enguídanos,Cuenca,4,39.6737312,-1.6062756,0.9926,1
268861,2025-04-09,Baztan,Navarra,4,43.1628957,-1.4935352,0.9926,1
254795,2025-02-16,Soba,Cantabria,4,43.1915054,-3.5623672,0.9930,1
270199,2025-04-30,Proaza,Asturias,4,43.2508048,-6.0170071,0.9912,1
279373,2025-08-25,San Amaro,Ourense,4,42.3734131,-8.0720856,0.9911,1
272748,2025-06-23,Aranga,A Coruña,4,43.2230734,-8.0124434,0.9922,1
274780,2025-07-10,Montalbanejo,Cuenca,4,39.7340388,-2.4988339,0.9908,1
274051,2025-07-08,Portomarín,Lugo,4,42.808161,-7.6156139,0.0034,0
268865,2025-04-05,Baztan,Navarra,4,43.1628957,-1.4935352,0.0016,0
268688,2025-04-10,Saro,Cantabria,4,43.2598232,-3.8424627,0.9909,1
267136,2025-04-08,Mazaricos,A Coruña,4,42.92795,-8.9941429,0.9929,1
268860,2025-04-09,Baztan,Navarra,4,43.1628957,-1.4935352,0.9926,1
272680,2025-06-25,Castropodame,León,4,42.5809609,-6.4677875,0.9909,1
265487,2025-04-01,Caso,Asturias,4,43.1747943,-5.3270258,0.6135,1
275058,2025-07-14,Candeleda,Ávila,4,40.1557248,-5.2409617,0.9848,1
268621,2025-04-01,Lena,Asturias,4,43.1615692,-5.8281354,0.3717,0
256047,2025-02-19,Ituren,Navarra,4,43.1288633,-1.7073185,0.9936,1
266841,2025-04-09,Arenas de Iguña,Cantabria,4,43.1870286,-4.0496673,0.9941,1
269791,2025-04-08,Ochagavía / Otsagabia,Navarra,4,42.9064384,-1.0901999,0.9914,1
257445,2025-02-21,Liérganes,Cantabria,4,43.3457326,-3.7432184,0.9897,1
256048,2025-02-20,Ituren,Navarra,4,43.1288633,-1.7073185,0.9933,1
282175,2025-09-20,Sober,Lugo,4,42.4618386,-7.5869336,0.9942,1
279782,2025-08-25,Campillo de Ranas,Guadalajara,4,41.0855605,-3.3141991,0.9926,1
276715,2025-08-04,Noia,A Coruña,4,42.7850763,-8.8877375,0.7944,1
256796,2025-02-05,Mondariz,Pontevedra,4,42.2329417,-8.4548756,0.9934,1
266860,2025-04-05,Corrales de Buelna, Los,Cantabria,4,43.2625976,-4.0544987,0.9854,1
267331,2025-04-10,Baztan,Navarra,4,43.1628957,-1.4935352,0.9925,1
282209,2025-09-17,Ponga,Asturias,4,43.1873037,-5.1540872,0.9922,1
264576,2025-02-20,Leitza,Navarra,4,43.0806959,-1.9163064,0.9925,1
267195,2025-04-09,Cierva, La,Cuenca,3,40.0564088,-1.8512278,0.9920,1
274818,2025-07-14,Codosera, La,Badajoz,3,39.2097696,-7.170749,0.9933,1
264583,2025-03-05,Baztan,Navarra,3,43.1628957,-1.4935352,0.9876,1
271219,2025-05-29,Rionansa,Cantabria,3,43.2195449,-4.3955368,0.1177,0
276568,2025-08-01,Benquerencia de la Serena,Badajoz,3,38.6994635,-5.4952776,0.9746,1
279802,2025-08-18,Tordoia,A Coruña,3,43.0871726,-8.5471339,0.9939,1
277901,2025-08-09,Padrenda,Ourense,3,42.119224,-8.1557789,0.9215,1
280802,2025-08-16,Ponteceso,A Coruña,3,43.2428181,-8.9005051,0.9660,1
274866,2025-07-14,Escalona,Toledo,3,40.1665576,-4.4038607,0.9872,1
268911,2025-04-30,Piloña,Asturias,3,43.3340915,-5.331035,0.9922,1
271893,2025-06-15,Lalín,Pontevedra,3,42.6614127,-8.1109759,0.9910,1
280797,2025-08-23,Crecente,Pontevedra,3,42.1516954,-8.2239168,0.9929,1
266882,2025-04-04,Molledo,Cantabria,3,43.15187,-4.0428,0.9938,1
266875,2025-03-06,Anievas,Cantabria,3,43.2019012,-4.0051986,0.9598,1
266564,2025-04-01,Baztan,Navarra,3,43.1628957,-1.4935352,0.9930,1
281961,2025-09-19,Castro de Rei,Lugo,3,43.2096671,-7.4004155,0.9931,1
264877,2025-03-30,Lamasón,Cantabria,3,43.2200671,-4.4872277,0.9937,1
273518,2025-07-01,Chiclana de la Frontera,Cádiz,3,36.4191096,-6.1460683,0.9838,1
274520,2025-07-04,Girona,Girona,3,41.9793006,2.8199439,0.9874,1
273342,2025-06-10,Vimianzo,A Coruña,3,43.1102989,-9.0327488,0.9933,1
272792,2025-06-26,Valdelacasa de Tajo,Cáceres,3,39.725641,-5.2817203,0.9927,1
271992,2025-06-18,Pesquera de Duero,Valladolid,3,41.6416062,-4.1558587,0.9927,1
265033,2025-02-21,Selaya,Cantabria,3,43.216694,-3.806861,0.9940,1
272083,2025-06-19,Almonte,Huelva,3,37.2611686,-6.5175751,0.9934,1
265067,2025-03-07,Riotuerto,Cantabria,3,43.3326111,-3.6961004,0.9769,1
278658,2025-08-14,Riós,Ourense,3,41.9754084,-7.2665824,0.9929,1
278339,2025-08-13,Mezquita, A,Ourense,3,42.0444565,-7.0192944,0.9856,1
278167,2025-08-04,Mogente / Moixent,Valencia/València,3,38.8753162,-0.7495353,0.0030,0
266467,2025-04-02,Baztan,Navarra,3,43.1628957,-1.4935352,0.9928,1
282310,2025-09-26,Alcolea del Pinar,Guadalajara,3,41.0359238,-2.4673489,0.9921,1
279431,2025-08-09,Sarreaus,Ourense,3,42.088126,-7.6038003,0.9936,1
267135,2025-04-08,Mazaricos,A Coruña,3,42.92795,-8.9941429,0.9929,1
267053,2025-04-03,Vega de Pas,Cantabria,3,43.1585436,-3.7821043,0.9932,1
268551,2025-03-28,Cervantes,Lugo,3,42.8270065,-6.9617665,0.9928,1
282162,2025-09-16,Cangas del Narcea,Asturias,3,43.1774374,-6.5499784,0.9932,1
276912,2025-07-28,San Cibrao das Viñas,Ourense,3,42.2964763,-7.8723141,0.9880,1
267032,2025-04-10,Selaya,Cantabria,3,43.216694,-3.806861,0.9934,1
271437,2025-06-10,Cáceres,Cáceres,3,39.4745175,-6.3716761,0.9909,1
280796,2025-08-20,Pazos de Borbén,Pontevedra,3,42.2849584,-8.5300479,0.9897,1
269790,2025-04-08,Ochagavía / Otsagabia,Navarra,3,42.9064384,-1.0901999,0.9914,1
266648,2025-04-01,Lena,Asturias,3,43.1615692,-5.8281354,0.3717,0
275924,2025-07-26,Madrid,Madrid,3,40.4237276,-3.6899043,0.0794,0
268856,2025-04-09,Baztan,Navarra,3,43.1628957,-1.4935352,0.9926,1
279784,2025-08-13,Malpartida de Plasencia,Cáceres,3,39.9811621,-6.0437752,0.9905,1
268855,2025-04-10,Ultzama,Navarra,3,43.0031953,-1.6931236,0.9928,1
266979,2025-03-31,Vega de Pas,Cantabria,3,43.1585436,-3.7821043,0.9933,1
268784,2025-04-09,Baztan,Navarra,3,43.1628957,-1.4935352,0.9926,1
266951,2025-03-31,Molledo,Cantabria,3,43.15187,-4.0428,0.9940,1
279504,2025-08-13,Manzaneda,Ourense,3,42.3098629,-7.2350007,0.9931,1
268853,2025-04-10,Donamaria,Navarra,3,43.1122222,-1.6727059,0.9932,1
277921,2025-08-11,Xinzo de Limia,Ourense,3,42.0637802,-7.7245257,0.9935,1
268819,2025-03-26,Noblejas,Toledo,3,39.9803187,-3.4403876,0.9913,1
254910,2025-02-18,Cieza,Cantabria,3,43.2230443,-4.1248734,0.9928,1
268622,2025-04-01,Lena,Asturias,3,43.1615692,-5.8281354,0.3717,0
266704,2025-04-01,Cabanas,A Coruña,3,43.4186891,-8.1609242,0.8697,1
268846,2025-04-09,Zubieta,Navarra,3,43.1249707,-1.742525,0.9939,1
266937,2025-04-10,Carballeda de Valdeorras,Ourense,3,42.3439744,-6.8491007,0.0649,0
266705,2025-04-06,Valadouro, O,Lugo,3,43.5492632,-7.4341374,0.9539,1
266709,2025-04-07,Areso,Navarra,3,43.0809215,-1.9510898,0.9938,1
